Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Survived
0.8833854990143061,-0.7775312633099911,-0.5510595194824087,0.47587560314134286,-0.5007544611783037,-0.5275147920390659,-0.2844162584826346,0.6156326491657677,0
-1.4612164247394177,1.2861219184202937,0.6119446643175359,0.47587560314134286,-0.5007544611783037,0.6950862020362649,-0.2844162584826346,-1.6243452996768146,1
0.8833854990143061,1.2861219184202937,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,-0.5146268779224914,-0.2844162584826346,0.6156326491657677,1
-1.4612164247394177,1.2861219184202937,0.3938813798550463,0.47587560314134286,-0.5007544611783037,0.34790870758306697,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,-0.7775312633099911,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,-0.5122402271601628,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,-0.7775312633099911,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5044444711100926,3.515973402276707,-1.6243452996768146,0
-1.4612164247394177,-0.7775312633099911,1.7749488481174804,-0.5345451980491797,-0.5007544611783037,0.3242808650360137,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,-0.7775312633099911,-2.0048147492323394,2.496717205522388,0.6896894265922036,-0.26355121772552204,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,1.2861219184202937,-0.18762071204492597,-0.5345451980491797,1.8801333143627108,-0.45337014479626053,-0.2844162584826346,0.6156326491657677,1
-0.28891546286255576,1.2861219184202937,-1.1325616113823809,0.47587560314134286,-0.5007544611783037,-0.09179255430347663,-0.2844162584826346,-1.6243452996768146,1
0.8833854990143061,1.2861219184202937,-1.8594392262573463,0.47587560314134286,0.6896894265922036,-0.34708399440702326,-0.2844162584826346,0.6156326491657677,1
-1.4612164247394177,1.2861219184202937,2.0656998940674667,-0.5345451980491797,-0.5007544611783037,-0.15901591433552906,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,-0.7775312633099911,-0.6964350424574017,-0.5345451980491797,-0.5007544611783037,-0.5122402271601628,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,-0.7775312633099911,0.6846324258050325,0.47587560314134286,5.451464977674232,-0.06880051551950776,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,1.2861219184202937,-1.1325616113823809,-0.5345451980491797,-0.5007544611783037,-0.5159786769142743,-0.2844162584826346,0.6156326491657677,0
-0.28891546286255576,1.2861219184202937,1.847636609604977,-0.5345451980491797,-0.5007544611783037,-0.36044923867606343,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,-0.7775312633099911,-2.0048147492323394,3.50713800671291,0.6896894265922036,-0.10985090863155976,3.515973402276707,-1.6243452996768146,0
-0.28891546286255576,-0.7775312633099911,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.41772885697195,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,1.2861219184202937,0.10313033390506016,0.47587560314134286,-0.5007544611783037,-0.3222628264788057,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,1.2861219184202937,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5279921221915316,-0.2844162584826346,-1.6243452996768146,1
-0.28891546286255576,-0.7775312633099911,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,-0.16951717768977492,-0.2844162584826346,0.6156326491657677,0
-0.28891546286255576,-0.7775312633099911,0.3211936183675498,-0.5345451980491797,-0.5007544611783037,-0.41772885697195,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,1.2861219184202937,-1.0598738498948845,-0.5345451980491797,-0.5007544611783037,-0.5126373658470144,3.515973402276707,-1.6243452996768146,1
-1.4612164247394177,-0.7775312633099911,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,0.011868280247199164,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,1.2861219184202937,-1.5686881803073602,2.496717205522388,0.6896894265922036,-0.26355121772552204,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,1.2861219184202937,0.6119446643175359,0.47587560314134286,5.451464977674232,-0.06665252983341201,-0.2844162584826346,0.6156326491657677,1
0.8833854990143061,-0.7775312633099911,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5279921221915316,-0.2844162584826346,-1.6243452996768146,0
-1.4612164247394177,-0.7775312633099911,-0.7691228039448983,2.496717205522388,1.8801333143627108,4.355572667685263,-0.2844162584826346,0.6156326491657677,0
0.8833854990143061,1.2861219184202937,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5155013467618086,3.515973402276707,-1.6243452996768146,1
0.8833854990143061,-0.7775312633099911,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5151843995405714,-0.2844162584826346,0.6156326491657677,0
